player_name,age,height,weight,overall_rating,penalties,nb_match,aggression,preferred_foot
Deivid,27,187.96,161,72,49,21,65,right
Denilson,26,177.8,161,72,60,23,70,right
Denis Odoi,28,177.8,148,72,49,21,73,right
Denis Stracqualursi,28,187.96,187,72,63,7,47,right
Didac Vila,26,182.88,163,72,33,16,77,left
Diego Angelo,29,193.04,185,72,59,11,73,left
Diego Biseswar,28,170.18,161,72,40,14,64,right
"Diego De Ascentis,23",34,177.8,170,72,75,4,73,right
Diego Galo,32,185.42,174,72,43,11,69,right
Diego Lopes,22,170.18,141,72,67,21,71,right
Diego Mainz,33,187.96,174,72,38,21,84,right
Dinei,30,185.42,172,72,72,11,34,right
Diogo Amado,26,177.8,159,72,70,21,70,right
Dirk Marcellis,28,180.34,176,72,61,25,73,right
Djalma,29,175.26,159,72,57,26,67,right
Djaniny,25,187.96,187,72,67,32,69,right
Djibril Cisse,34,182.88,187,72,75,21,68,right
Do-Heon Kim,34,175.26,146,72,73,24,60,right
Domingo Cisma,34,182.88,172,72,58,19,81,left
Dominik Kohr,21,182.88,165,72,47,24,79,right
Du-Ri Cha,35,180.34,174,72,59,19,68,right
Duje Cop,26,182.88,161,72,77,9,64,right
Dusan Kuciak,31,193.04,203,72,13,18,34,right
Edouard Duplan,32,180.34,163,72,62,17,62,right
Edson Braafheid,33,180.34,168,72,57,23,68,left
Edu Albacar,36,177.8,157,72,77,18,88,left
Egidio Arevalo,34,167.64,161,72,64,40,82,right
Eidur Gudjohnsen,38,185.42,196,72,81,30,46,right
El-Arbi Hilal Soudani,26,182.88,165,72,66,9,74,left
Elio Martins,30,185.42,170,72,62,5,76,left
Elkin Soto,35,177.8,165,72,71,33,69,left
Emanuele Manitta,32,187.96,183,72,25,3,22,right
Emiliano Sala,26,187.96,165,72,73,22,69,right
Emmanuel Imorou,28,180.34,172,72,55,16,73,left
Eren Derdiyok,27,190.5,203,72,67,22,43,right
Eros Pisano,29,185.42,183,72,55,29,73,right
Esteban,40,177.8,154,72,24,16,33,left
Etienne Reijnen,29,190.5,187,72,44,15,70,right
Eugenio Corini,39,172.72,148,72,70,4,72,right
Evangelos Mantzios,28,190.5,179,72,69,9,56,right
Ewerthon,30,175.26,148,72,74,8,43,right
Ezequiel Luna,30,177.8,163,72,33,17,81,right
Ezequiel Munoz,25,185.42,181,72,21,25,78,right
Fabio Grosso,35,190.5,181,72,80,9,40,left
Fabio Martins,23,177.8,154,72,67,11,49,right
Fabrizio Cacciatore,30,182.88,187,72,39,31,72,right
Fagner,26,167.64,148,72,62,20,70,right
Faryd Mondragon,42,190.5,207,72,31,14,37,right
Fausto Rossi,25,175.26,148,72,59,18,72,right
Federico Dionisi,29,177.8,150,72,70,34,52,right
Felipe,29,187.96,174,72,45,89,74,right
Felix Bastians,28,187.96,183,72,60,36,68,left
Felix Klaus,24,177.8,174,72,62,25,60,right
Fernando Amorebieta,31,190.5,185,72,57,32,83,left
Fernando Canesin Matos,24,175.26,150,72,63,23,52,right
Fernando Soriano,37,187.96,179,72,65,23,82,right
Fidel,27,177.8,161,72,72,23,54,left
Florent Malouda,35,180.34,161,72,71,20,67,left
Florian Niederlechner,26,185.42,190,72,63,18,75,left
Florin Andone,23,182.88,172,72,60,12,63,right
Francesco Renzetti,28,175.26,143,72,46,30,75,left
Francisco Chica,31,175.26,170,72,52,21,82,right
Francisco Molinero,30,175.26,159,72,51,19,80,right
Franck Berrier,32,175.26,143,72,72,23,37,right
Franck Jurietti,35,177.8,157,72,73,6,87,right
Francois Clerc,33,185.42,170,72,59,19,75,right
Frederico Venancio,23,185.42,170,72,40,19,64,right
Fredy Hinestroza,26,175.26,154,72,47,22,58,left
Gaetano Letizia,26,172.72,139,72,45,20,64,right
Garath McCleary,29,182.88,168,72,62,26,55,right
Gato Silva,30,177.8,165,72,58,16,82,right
George Friend,29,187.96,183,72,50,20,58,left
Geremi,32,175.26,183,72,51,7,75,right
Giandomenico Mesto,34,180.34,161,72,52,20,77,right
Gianluca Curci,30,190.5,198,72,24,25,38,right
Gianluca Pegolo,34,182.88,168,72,13,21,33,left
Giorgos Katsikas,26,187.96,185,72,32,13,73,left
Giorgos Tzavellas,29,182.88,179,72,64,18,80,left
Glenn Murray,33,185.42,185,72,75,26,74,right
Gnaly Maxwell Cornet,20,177.8,152,72,70,16,52,left
Gohi Bi Cyriac,26,172.72,150,72,69,26,48,right
Gojko Kacar,28,185.42,185,72,69,25,78,right
Goncalo Brandao,30,187.96,174,72,55,26,75,left
Gonzalo Colsa,33,185.42,170,72,66,10,78,right
Gonzalo Jara,31,177.8,172,72,45,34,83,right
Gotoku Sakai,25,175.26,163,72,49,18,69,right
Guerrero,25,180.34,170,72,65,16,80,right
Guido Marcelo Carrillo,25,187.96,196,72,79,19,61,right
Guillermo Rodriguez,31,185.42,187,72,42,19,77,right
Gustavo Campanharo,24,177.8,157,72,52,15,68,right
Haavard Nielsen,23,187.96,176,72,55,20,71,right
Hamdi Harbaoui,31,185.42,179,72,63,18,81,right
Hamit Altintop,34,182.88,181,72,71,41,70,right
Haris Medunjanin,30,187.96,168,72,76,11,70,left
Helder Lopes,27,177.8,146,72,40,17,72,left
Hiroki Sakai,26,185.42,165,72,36,20,73,right
Idrissa Sylla,26,185.42,161,72,63,20,67,left
Igor Bubnjic,24,187.96,183,72,41,17,77,left
Iiass Bel Hassani,24,172.72,159,72,58,14,46,left
Ilombe Mboyo,28,185.42,181,72,71,25,69,right
Ismael Traore,30,182.88,196,72,49,19,78,right
Issiar Dia,29,167.64,137,72,62,7,49,right
Ivan Ergic,30,185.42,183,72,68,7,68,right
Ivan Obradovic,28,180.34,174,72,50,16,61,left
Ivan Sanchez Riki,34,187.96,196,72,70,18,56,left
Ivo Rodrigues,21,177.8,159,72,75,14,69,right
Jacek Krzynowek,34,177.8,161,72,76,6,72,left
Jacopo Sala,25,182.88,165,72,65,22,77,right
Jaime Gavilan,29,177.8,157,72,73,20,48,left
James Chester,27,180.34,174,72,52,22,72,right
James Troisi,28,177.8,172,72,69,29,46,left
Jan Rajnoch,30,185.42,168,72,71,8,68,right
Jan-Arie van der Heijden,28,185.42,157,72,66,24,65,left
Javi Castellano,28,180.34,157,72,44,18,77,right
Javier Espinosa Gonzalez,24,175.26,154,72,65,25,49,right
Javier Garrido,30,177.8,168,72,60,24,71,left
Javier Manquillo,22,180.34,159,72,46,15,68,right
Jean Makoun,32,172.72,143,72,51,22,65,right
Jean-Pascal Mignot,35,182.88,181,72,46,18,77,left
Jedaias Capucho Neves,32,175.26,163,72,72,10,50,right
Jefferson Lerma,22,177.8,154,72,58,31,80,right
Jeremy Perbet,32,182.88,172,72,69,29,46,right
Jermaine Jenas,31,177.8,168,72,77,15,73,right
Jeroen Simaeys,31,193.04,176,72,59,18,76,right
Jerome Gondorf,28,175.26,168,72,62,18,79,right
Jerzy Dudek,38,187.96,172,72,23,6,61,left
Jesus Rueda,28,180.34,172,72,44,16,64,right
Joao Pedro Galvao,24,182.88,161,72,59,25,66,right
Joel Chukwuma Obi,25,175.26,157,72,59,38,77,left
Joey van den Berg,30,182.88,170,72,67,21,93,left
John Arne Riise,36,187.96,181,72,66,22,79,left
John Jairo Culma,32,180.34,172,72,56,6,78,right
John Utaka,33,177.8,181,72,76,16,78,right
Jon Flanagan,23,180.34,152,72,47,24,88,right
Jonathan Delaplace,30,167.64,150,72,55,19,72,right
Jonathan Howson,28,180.34,170,72,71,36,69,right
Jonathan Urretaviscaya,26,175.26,152,72,61,35,56,right
Jonathan Zongo,24,182.88,159,72,45,19,72,right
Jop van der Linden,26,187.96,163,72,75,14,72,left
Jordan Lukaku,22,182.88,170,72,53,20,74,left
Jorge Mere,19,182.88,170,72,51,8,68,right
Jorge Teixeira,30,187.96,192,72,67,20,84,right
Joris Mathijsen,35,182.88,159,72,66,22,75,left
Jose Manuel Pinto,38,185.42,181,72,25,12,38,right
Jose Mauri,20,170.18,143,72,62,16,69,right
Jose Moreira,29,185.42,183,72,10,9,39,right
Joseba Zaldua,24,175.26,157,72,32,13,78,right
Joshua Brenet,22,180.34,163,72,56,19,71,right
Joshua John,28,175.26,139,72,62,29,61,right
Juan Albin,30,180.34,187,72,68,23,57,left
Juan Camilo Zuniga,31,172.72,159,72,67,35,71,right
Juan Carlos,26,177.8,159,72,55,65,76,left
Juan Dominguez Lamas,26,180.34,157,72,55,20,67,right
Juan Munoz,21,182.88,168,72,67,9,69,right
Juan Sanchez Mino,26,177.8,172,72,69,19,64,left
Juanfran Garcia,40,182.88,172,72,50,37,82,left
Julien Gorius,30,182.88,172,72,83,26,55,right
"Junichi Inamoto,20",31,180.34,165,72,79,6,75,right
Junior Hoilett,26,172.72,154,72,68,25,66,right
Kadu,29,187.96,176,72,42,13,75,right
Kalu Uche,34,177.8,174,72,65,17,63,right
Kamil Kurowski,22,172.72,154,72,61,30,33,left
Kamil Vacek,29,182.88,168,72,66,19,71,right
Karim Rekik,22,185.42,172,72,41,25,76,left
Kasper Kusk,25,180.34,148,72,59,22,40,left
Kenedy,20,182.88,170,72,67,13,34,left
Kenneth Omeruo,23,185.42,183,72,35,16,77,right
Kenwyne Jones,31,187.96,187,72,65,28,74,right
Kevin McDonald,27,187.96,181,72,48,28,71,right
Koffi Djidji,24,182.88,157,72,30,12,73,right
Konstantin Rausch,26,182.88,176,72,66,25,74,left
Konstantinos Katsouranis,36,182.88,183,72,76,20,75,right
Kristoffer Nordfeldt,27,190.5,187,72,13,18,24,right
Kyle Ebecilio,22,182.88,174,72,57,21,74,right
Landry N'Guemo,30,172.72,154,72,35,18,80,left
Larrys Mabiala,29,187.96,176,72,63,19,73,right
Lars Unnerstall,25,198.12,220,72,16,21,36,right
Lars Veldwijk,25,198.12,209,72,76,11,56,right
Laryea Kingston,30,177.8,159,72,52,6,71,right
Lasse Sobiech,25,195.58,194,72,65,20,71,right
Laurent Pionnier,34,182.88,170,72,16,25,34,right
Lazaros Christodoulopoulos,30,182.88,170,72,75,31,50,right
Leandro Bacuna,25,187.96,170,72,76,26,72,right
Leandro Greco,30,182.88,165,72,58,25,74,left
Levin Mete Oztunali,20,182.88,176,72,58,26,57,right
Lewis Baker,21,182.88,154,72,77,21,58,right
Liassine Cadamuro,27,187.96,179,72,44,19,74,right
Lica,28,180.34,154,72,60,30,70,right
Lionel Letizi,38,187.96,176,72,13,9,52,right
Lionn,27,182.88,170,72,51,16,80,right
Loukas Vyntra,35,182.88,168,72,59,39,76,right
Luca Marrone,26,185.42,165,72,73,33,68,right
"Luca Vigiani,22",34,177.8,157,72,73,6,67,right
Luis Seijas,30,175.26,157,72,58,31,43,left
Lukas Hinterseer,25,193.04,190,72,71,23,57,right
Lukas Kruse,33,185.42,185,72,21,23,35,right
Mads Albaek,26,182.88,168,72,57,28,79,left
Mahamadou Samassa,29,187.96,185,72,18,42,21,right
Mahamane Traore,28,175.26,163,72,67,21,70,right
Maikel van der Werff,27,185.42,181,72,61,23,73,right
Mancini,33,182.88,172,72,67,12,64,right
Manu Lanzarote,32,177.8,152,72,80,17,70,left
Manu del Moral,32,185.42,170,72,68,27,28,right
Manuel Lillo Castellano,27,175.26,168,72,62,18,86,right
Manuel Pasqual,34,177.8,157,72,50,37,66,left
Manuel Silas,34,177.8,157,72,57,4,71,right
Marcel Tisserand,23,185.42,150,72,56,16,77,right
Marcelo Goiano,29,175.26,152,72,41,14,73,right
Marcelo Larrondo,28,190.5,181,72,66,30,71,right
Marcin Wasilewski,36,185.42,194,72,72,18,88,right
Marco Caneira,31,177.8,165,72,58,5,76,right
Marcos Ceara,35,175.26,179,72,69,23,71,right
Marek Jankulovski,34,182.88,181,72,74,7,55,left
Mariano Pernia,33,177.8,179,72,75,5,74,left
Mario Alberto Santana,34,177.8,157,72,71,29,64,right
Mario Pasalic,20,185.42,172,72,61,7,76,right
Marius Stankevicius,35,190.5,183,72,52,24,82,right
Martin Lanig,31,190.5,174,72,62,16,83,right
Martin Petrov,34,180.34,168,72,87,12,51,left
Masoud Shojaei,30,182.88,161,72,68,17,23,right
Massadio Haidara,24,180.34,165,72,55,12,74,left
Mate Jajalo,28,182.88,172,72,69,21,71,right
Mateja Kezman,31,180.34,163,72,81,7,82,right
Matheus Pereira,20,175.26,146,72,71,9,62,left
Mathias Joergensen,26,190.5,174,72,27,28,84,right
Mathieu Philippe Peybernes,26,187.96,170,72,38,15,70,right
Matias Cabrera,28,177.8,152,72,59,17,53,right
Matias Rodriguez,30,177.8,165,72,49,14,73,right
Matt Miazga,21,190.5,185,72,33,29,75,right
Matthew Leckie,25,180.34,181,72,69,30,75,right
Mattia Cassani,33,182.88,165,72,59,31,70,right
Mauricio Cuero,23,175.26,170,72,54,26,33,right
Mauro Dos Santos,27,180.34,165,72,46,14,73,right
Mauro Formica,28,177.8,154,72,66,20,52,right
Mauro Goicoechea,28,185.42,185,72,22,8,39,right
Maxime Chanot,27,185.42,185,72,44,14,81,right
Maxime Poundje,23,177.8,157,72,45,18,77,left
Maximilian Philipp,22,182.88,170,72,61,16,55,right
Maya Yoshida,28,187.96,172,72,54,24,66,right
Mbaye Leye,34,182.88,165,72,73,26,59,right
Mehdi Mostefa,33,180.34,181,72,59,22,79,right
Michael Keane,23,187.96,181,72,48,34,55,right
Michael Pereira,29,180.34,163,72,51,24,63,right
Michael de Leeuw,30,177.8,148,72,71,22,73,right
Mihail Aleksandrov,27,180.34,163,72,31,11,48,left
Mikael Antonsson,35,187.96,176,72,43,23,75,right
Mikael Lustig,30,190.5,172,72,33,24,66,right
Mike Hanke,31,185.42,187,72,70,21,62,right
Mike Havenaar,28,193.04,179,72,64,10,28,left
Mike Te Wierik,24,190.5,161,72,37,17,67,right
Milos Kosanovic,26,193.04,190,72,70,21,72,left
Milos Ninkovic,31,180.34,165,72,72,7,62,right
Milton Joel Caraglio,28,187.96,170,72,75,24,70,left
Minhoca,28,175.26,146,72,60,11,46,right
Mirko Boland,29,175.26,154,72,56,22,72,left
Mirko Savini,32,182.88,172,72,50,9,75,left
Miroslav Karhan,35,187.96,194,72,74,7,75,right
Miroslav Radovic,31,182.88,168,72,67,31,65,right
Mitchell Weiser,22,175.26,148,72,58,34,45,right
Mohamadou Idrissou,34,190.5,187,72,67,19,78,left
Mohamed Fofana,31,180.34,165,72,51,20,74,right
Mohammed Abdellaoue,31,182.88,176,72,75,25,48,left
Moise Brou Apanga,30,180.34,174,72,28,9,77,right
Moises Moura,35,182.88,179,72,26,10,79,right
Mostapha El Kabir,28,177.8,168,72,68,35,74,right
Nabil Bahoui,25,187.96,185,72,68,45,61,right
Nacho Perez,34,175.26,154,72,56,18,68,left
Nasief Morris,29,175.26,163,72,47,6,81,right
Nathan Ake,21,180.34,165,72,48,23,64,left
Nenad Krsticic,26,182.88,165,72,55,23,72,left
Nene,33,182.88,172,72,78,44,84,right
Nicholas Sebastian Frey,32,182.88,172,72,41,31,73,right
Nico Schulz,22,180.34,172,72,56,21,67,left
Nicola Leali,23,187.96,172,72,17,26,30,right
Nicola Rigoni,26,187.96,185,72,51,33,62,right
Nicolas Penneteau,34,185.42,172,72,15,18,17,left
Nicolas Seube,37,180.34,159,72,49,21,75,right
Nicolo Cherubin,30,187.96,183,72,18,25,74,left
Niki Zimling,31,177.8,163,72,69,33,87,right
Niklas Hult,26,172.72,146,72,50,36,69,left
Niklas Stark,21,190.5,179,72,39,21,75,right
Nikola Stojiljkovic,24,182.88,168,72,72,6,76,right
Nir Bitton,25,193.04,181,72,46,17,70,right
Norbert Gyomber,24,187.96,163,72,23,19,72,right
Nuno Andre Coelho,30,193.04,181,72,42,27,75,right
Ole Kristian Selnaes,22,187.96,163,72,51,25,71,left
Oleguer,30,187.96,181,72,67,6,67,right
Olivier Veigneau,30,175.26,152,72,53,18,72,left
Omar Milanetto,37,175.26,165,72,72,10,78,right
Ondrej Duda,22,180.34,163,72,56,13,63,right
Oriol Riera,30,182.88,172,72,63,23,73,right
Oscar Gonzalez,34,177.8,157,72,61,30,58,right
Oscar Hiljemark,24,182.88,165,72,64,20,69,right
Oussama Tannane,22,177.8,176,72,70,19,75,left
Pablo Andres Gonzalez,30,180.34,161,72,76,19,53,left
Pablo Barrientos,31,175.26,152,72,75,36,65,left
Pablo Insua,23,187.96,174,72,32,15,68,right
Paolo Hurtado,26,175.26,148,72,69,24,53,right
Paul Nardi,22,187.96,170,72,16,17,24,right
Paulo Andre,32,187.96,181,72,40,19,67,right
Paulo Cesar,32,175.26,161,72,66,10,60,right
Paulo Ferreira,34,182.88,168,72,41,15,71,right
Paulo Machado,28,175.26,163,72,75,16,58,right
Pawel Wszolek,24,185.42,170,72,51,25,60,right
Pedro Botelho,27,185.42,154,72,58,17,76,left
Pedro Lopez,33,175.26,159,72,58,31,75,right
Pedro Tiba,28,182.88,168,72,59,27,75,right
Phil Bardsley,30,180.34,163,72,56,23,85,right
Philipp Hosiner,27,177.8,174,72,72,21,36,right
Pierre Webo,34,180.34,179,72,66,23,62,right
Pierre Wome,34,180.34,183,72,28,9,78,left
Piet Velthuizen,29,187.96,198,72,30,24,36,right
Quincy Owusu-Abeyie,29,180.34,165,72,60,18,26,right
Quinton Fortune,33,182.88,163,72,74,5,69,left
Radim Kucera,36,187.96,181,72,54,6,74,right
Rafael Bracalli,34,185.42,172,72,23,24,29,right
Rafael Marques,32,182.88,172,72,37,22,77,left
Rafael Martinho,28,182.88,161,72,57,29,62,left
Raffaele Palladino,32,182.88,161,72,75,24,33,right
Rami Gershon,27,187.96,194,72,45,21,71,left
Ramon Cardozo,30,190.5,183,72,71,11,81,right
Ramon Leeuwin,28,187.96,168,72,65,21,67,right
Rasmus Bengtsson,30,185.42,176,72,46,24,65,right
Reinhold Yabo,23,177.8,154,72,61,22,69,right
Renato Ibarra,25,170.18,154,72,57,22,69,right
Renato Steffen,25,170.18,150,72,55,27,36,left
Richard Stearman,29,190.5,168,72,48,31,76,right
Rinaldo Cruzado,31,177.8,183,72,64,17,76,right
Ritchie De Laet,28,185.42,170,72,40,27,75,right
Roberto Canella,28,180.34,161,72,57,25,73,left
Roberto Damian Colautti,27,180.34,172,72,70,4,77,right
Roberto Vitiello,33,175.26,154,72,34,25,79,right
Roland Juhasz,33,193.04,207,72,59,24,82,right
Rolando,31,190.5,176,72,45,38,76,right
Romain Bregerie,29,190.5,194,72,65,31,74,right
Romain Genevois,29,182.88,165,72,40,23,77,right
Romain Philippoteaux,28,170.18,148,72,48,20,42,right
Roman Hubnik,32,193.04,183,72,67,13,78,right
Romaric,32,187.96,194,72,77,26,74,left
Ronny,30,175.26,163,72,82,26,42,left
Roy Makaay,35,187.96,165,72,82,6,21,right
Ruben Fernandes,30,185.42,172,72,58,16,67,left
Ruben Martin Pulido,30,187.96,176,72,72,4,75,right
Ruben Ribeiro,29,175.26,148,72,71,29,69,right
Ruben Schaken,33,172.72,163,72,49,23,66,right
Rubinho,34,182.88,198,72,20,28,23,right
Rudolf Skacel,33,177.8,170,72,71,8,78,left
Rui Pedro,28,177.8,168,72,77,9,63,right
Ryan Gauld,20,165.1,143,72,58,27,48,left
Ryan Mendes,26,175.26,161,72,65,21,45,right
Ryan Taylor,32,177.8,179,72,54,21,77,right
Sacha Kljestan,31,185.42,150,72,71,39,70,right
Sam Vokes,27,187.96,198,72,74,35,73,right
Sami,28,182.88,168,72,53,22,66,right
Sami Allagui,30,182.88,170,72,66,30,52,right
Samir,22,187.96,179,72,44,25,78,left
Sandro Ramirez,21,175.26,157,72,70,18,62,right
Scott Carson,31,187.96,194,72,20,20,23,right
Sebastian Cristoforo,23,172.72,154,72,59,8,82,right
Sebastian Mielitz,27,187.96,187,72,12,23,27,right
Selim Benachour,31,170.18,161,72,66,7,60,right
Sergio Pellissier,37,175.26,168,72,76,34,45,right
Sergio Tejera,26,180.34,165,72,38,33,86,left
Seth De Witte,29,193.04,192,72,73,21,84,left
Simon Francis,31,190.5,196,72,44,26,73,right
Simon Gustafson,21,185.42,163,72,51,33,73,left
Simon Poulsen,32,182.88,168,72,52,28,74,left
Simone Loria,36,185.42,183,72,48,9,80,right
Simone Perrotta,36,177.8,159,72,65,14,78,right
Simone Scuffet,19,187.96,165,72,18,20,35,right
Somalia,28,180.34,165,72,62,6,75,right
Steeven Langil,28,177.8,154,72,44,22,40,right
Stefan Johansen,25,182.88,168,72,51,33,84,left
Stephan Andersen,35,187.96,181,72,24,25,37,right
Stephane Dalmat,33,180.34,168,72,66,9,58,right
Steve Cook,25,185.42,183,72,20,23,74,right
Steve von Bergen,32,182.88,174,72,46,16,77,right
Stuart Holden,29,177.8,161,72,66,20,59,right
Suk-Young Yun,26,182.88,163,72,54,27,75,left
Theo Bongonda,21,177.8,157,72,57,15,30,left
Thomas Foket,22,177.8,165,72,49,24,66,right
Thomas Manfredini,36,180.34,159,72,46,37,78,left
Thomas Matton,30,177.8,159,72,63,24,48,right
Thomas Toure,23,175.26,165,72,66,9,61,right
Tiemoue Bakayoko,21,185.42,170,72,45,14,73,right
Tim Matavz,27,187.96,179,72,69,23,50,right
Titus Bramble,32,185.42,190,72,41,14,82,right
Tom Cairney,25,182.88,159,72,57,26,51,left
Tony Hibbert,34,172.72,157,72,22,16,87,right
Torsten Frings,37,182.88,176,72,84,13,84,right
Vagner,30,185.42,176,72,13,16,42,right
Valerio Di Cesare,33,187.96,165,72,25,27,78,right
Vicente,32,177.8,159,72,75,17,59,left
Vicente Sanchez,36,170.18,146,72,75,34,41,left
Victor Nilsson Lindeloef,22,187.96,176,72,55,8,72,right
Vid Belec,26,193.04,185,72,23,23,25,right
Vincent Koziello,21,167.64,128,72,60,15,77,right
Vincent Le Goff,26,175.26,163,72,43,11,61,left
Vitor,30,170.18,150,72,73,18,70,right
Vitor Gomes,29,182.88,179,72,59,19,79,right
Wakaso Mubarak,26,170.18,159,72,36,25,84,left
Wender,33,177.8,163,72,69,3,46,left
Wilfried Kanon,22,187.96,187,72,45,10,67,left
William Matheus,26,187.96,161,72,58,15,73,left
Wolfgang Hesl,30,185.42,192,72,23,21,25,left
Yacouba Sylla,26,182.88,176,72,55,18,84,right
Yeni N'Gbakoto,24,175.26,159,72,66,26,62,right
Yoel Rodriguez,27,185.42,185,72,25,25,35,right
Yoric Ravet,27,177.8,163,72,48,31,35,right
Yvon Mvogo,21,187.96,185,72,20,18,30,right
Zeljko Brkic,30,198.12,209,72,16,24,14,right
Zlatan Bajramovic,32,182.88,174,72,69,7,79,right
Zlatan Ljubijankic,33,185.42,176,72,59,20,72,right
Abdullahi Shehu,23,180.34,159,71,51,6,68,right
Abella Perez Damia,34,187.96,174,71,46,25,80,right
Abraham Minero,30,175.26,157,71,57,20,69,left
Adam Matuschyk,26,180.34,165,71,51,21,59,right
Adam Rooney,28,177.8,172,71,80,27,61,right
Adil Hermach,30,182.88,154,71,61,16,77,right
Adrian Mariappa,29,177.8,179,71,44,27,58,right
Adrian Ricchiuti,35,167.64,159,71,74,12,60,right
Adryan,22,175.26,157,71,67,34,39,right
Airton,24,180.34,170,71,49,23,81,right
Akos Buzsaky,30,180.34,163,71,35,9,34,right
Albert Crusat,31,165.1,143,71,68,14,73,left
Alejandro Alfaro,30,175.26,161,71,66,35,59,right
Alejandro Alonso,31,170.18,150,71,73,10,57,right
Alejandro Gonzalez,28,182.88,174,71,34,17,74,right
Aleksandar Prijovic,26,193.04,192,71,55,21,63,right
Alessio Sestu,33,177.8,161,71,61,36,51,right
Alex Kacaniklic,25,180.34,159,71,54,25,43,left
Alex Soares,25,177.8,150,71,48,21,71,right
Alexander Laas,24,172.72,154,71,64,3,68,left
Alexandros Tzorvas,31,187.96,176,71,25,13,29,right
Alexy Bosetti,23,170.18,143,71,63,15,63,right
Alfredo Morales,25,182.88,170,71,45,25,81,right
Alhassan Wakaso,23,180.34,176,71,36,16,85,right
Alireza Jahanbakhsh,23,180.34,165,71,52,15,68,right
Alvaro Rubio,37,180.34,150,71,60,25,67,right
Alvaro Vadillo,22,180.34,154,71,60,19,47,right
Amir Abrashi,26,172.72,157,71,54,31,88,right
Amr Zaki,31,185.42,172,71,74,7,70,right
Anderson Luis,28,175.26,157,71,56,15,69,right
Andre Biyogo Poko,23,172.72,159,71,53,22,91,right
Andre Claro,24,182.88,165,71,73,9,53,right
Andre Leao,31,185.42,172,71,50,23,75,right
Andre Leone,31,182.88,179,71,55,5,75,left
Andre Moreira,20,195.58,187,71,24,6,27,right
Andre Ramalho Silva,24,182.88,179,71,42,20,62,right
Andre Sousa,26,180.34,172,71,59,11,72,left
Andrea Ardito,32,172.72,134,71,69,4,71,left
Andrea Mantovani,32,185.42,170,71,47,18,73,left
Andreas Isaksson,35,198.12,190,71,25,23,32,right
Andreas Weimann,25,177.8,168,71,75,24,76,right
Angel Lopez,34,180.34,157,71,57,21,69,right
Angelo Palombo,35,177.8,170,71,66,23,68,right
Angelo da Costa,32,185.42,179,71,23,15,30,right
Angelos Basinas,34,177.8,165,71,83,6,76,right
Anthony Pilkington,28,180.34,179,71,65,22,64,right
Antoine Devaux,31,185.42,154,71,70,21,64,right
Anton Ferdinand,30,182.88,157,71,51,15,63,right
Antonio Balzano,29,175.26,163,71,36,32,74,right
Aritz Lopez Garai,34,182.88,176,71,49,19,75,right
Ashley Barnes,27,185.42,168,71,72,32,83,right
Asier Riesgo,32,185.42,168,71,13,17,34,right
Babanco,30,180.34,163,71,45,23,68,left
Baptiste Reynet,25,185.42,187,71,19,17,36,right
Barry Bannan,27,170.18,134,71,70,36,53,left
Bartlomiej Dragowski,19,190.5,190,71,21,12,19,right
Ben Watson,31,177.8,152,71,78,24,61,right
Benito Raman,22,172.72,134,71,65,28,57,right
Beram Kayal,28,177.8,163,71,58,24,83,right
Billy Jones,29,180.34,170,71,57,26,68,right
Birkir Bjarnason,28,182.88,165,71,39,36,68,right
Bobby Zamora,35,185.42,192,71,83,26,68,left
Borja Garcia,26,175.26,159,71,62,23,41,right
Borja Viguera,28,182.88,176,71,82,15,55,right
Bram van Polen,31,177.8,161,71,62,13,70,right
Bruno Henrique,26,182.88,157,71,73,4,42,right
Bruno Nascimento,25,187.96,176,71,40,13,73,right
Bruno Saltor,36,177.8,165,71,45,34,77,right
Bryan Oviedo,26,172.72,143,71,56,19,72,left
Cagdas Atan,30,182.88,170,71,66,5,85,right
Camel Meriem,34,175.26,154,71,74,9,54,right
Carl Medjani,31,182.88,170,71,45,26,76,right
Carles Planas,25,172.72,168,71,51,14,73,left
Casto Espinosa,34,180.34,165,71,23,23,44,right
Cedric Cambon,29,182.88,168,71,48,14,68,right
Cedric Hengbart,34,182.88,161,71,69,18,72,right
Ceyhun Gulselam,29,193.04,194,71,36,23,72,right
Charlie Daniels,29,177.8,165,71,67,25,51,left
Charly Musonda,20,172.72,146,71,54,18,32,right
Chinedu Obasi,29,187.96,174,71,65,26,64,right
Chris,35,185.42,172,71,68,13,66,right
Chris Baird,34,180.34,163,71,53,30,76,right
Christian Santos,28,182.88,154,71,74,11,58,left
Christian Schwegler,31,177.8,161,71,25,25,80,right
Christophe Lepoint,32,187.96,183,71,69,30,79,right
Christopher Maboulou,26,185.42,174,71,58,16,57,right
Chuli,25,177.8,161,71,67,17,43,left
Claudemir,28,185.42,159,71,60,41,71,right
Claudio Cacapa,35,180.34,172,71,71,8,83,right
Claudiu Keseru,30,177.8,168,71,76,25,38,left
Clement Tainmont,30,185.42,159,71,54,22,64,left
Craig Noone,29,177.8,152,71,55,30,48,left
Crislan,24,185.42,161,71,63,5,75,left
Cristian Alvarez,29,185.42,194,71,25,19,29,right
Cristian Pasquato,27,172.72,154,71,72,35,48,right
Cristian Stuani,30,185.42,168,71,82,26,77,right
Cristiano Zanetti,34,180.34,165,71,68,7,52,right
DaMarcus Beasley,33,172.72,150,71,59,32,59,left
Dalbert,23,180.34,163,71,42,14,74,left
